0 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -\frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/216.json
687 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 10 | ANSWER: 1092 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/725.json
688 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/158.json
689 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/481.json
690 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 30 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/123.json
691 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \dfrac{1}{6} | ANSWER: \frac{7}{18} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/727.json
692 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 28800 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/159.json
693 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 4 | ANSWER: 225 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/666.json
694 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{5}{8} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1067.json
695 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 15 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/572.json
696 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 2520 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/150.json
697 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 7 | ANSWER: 720 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/19.json
698 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \dfrac{1}{3} | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/95.json
699 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \frac{1}{3} | ANSWER: \frac{3}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/209.json
700 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{80}{243} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/564.json
701 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/916.json
702 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 16 | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/53.json
703 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/547.json
704 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{17}{18} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/242.json
705 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 48 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/378.json
706 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: -1 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/586.json
707 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/853.json
708 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 10 | ANSWER: 300 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/418.json
709 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 1275 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/602.json
710 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \dfrac{1}{6} | ANSWER: \frac{1}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/499.json
711 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 21 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/924.json
712 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 10^2 + 10^2 | ANSWER: \frac{193}{512} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/2.json
713 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 10 | ANSWER: 165 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/635.json
714 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 8 | ANSWER: 120 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/962.json
715 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{10} | ANSWER: \frac{73}{100} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/48.json
716 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 10 | ANSWER: 5120 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/568.json
717 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 10 | ANSWER: 245 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1077.json
718 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/313.json
719 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \frac{1}{2} | ANSWER: \frac{1}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/228.json
720 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 29 | ANSWER: 18 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/286.json
721 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 16 | ANSWER: 262144 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/438.json
722 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 20 | ANSWER: 6840 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/993.json
723 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \frac{7}{13} | ANSWER: 65\% | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/309.json
724 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 10 | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/6.json
725 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 512 | ANSWER: 16 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/903.json
726 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 9 | ANSWER: 95 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/974.json
727 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{67}{89} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/164.json
728 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 12 | ANSWER: 25 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1005.json
729 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 11 | ANSWER: \frac{2}{17} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1072.json
730 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: \frac{1}{3} | ANSWER: 120 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/182.json
731 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \frac{1}{4} | ANSWER: \dfrac{1}{128} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/771.json
732 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \textit{gcd} | ANSWER: k = 15 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/754.json
733 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 210 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/922.json
734 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 34,\!650 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/56.json
735 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 11 | ANSWER: 325 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/776.json
736 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 10 | ANSWER: \dfrac{49}{54} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1093.json
737 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{7}{27} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/745.json
738 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \frac{25}{6} | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/10.json
739 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 61,328 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/704.json
740 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 240 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/623.json
741 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 50 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/78.json
742 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{40}{243} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/413.json
743 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \frac{1}{2} | ANSWER: \frac{5}{18} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/173.json
744 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/136.json
745 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{11}{25} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/193.json
746 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 25 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1010.json
747 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 720 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/748.json
748 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \frac{1}{6} | ANSWER: \dfrac{48}{95} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/690.json
749 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \frac{1}{8} | ANSWER: 3600 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/796.json
750 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 10 | ANSWER: 210\text{ ways} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/875.json
751 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{57}{64} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/980.json
752 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{1}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/870.json
753 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 13 | ANSWER: 90 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/880.json
754 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 72 | ANSWER: 36 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/303.json
755 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \frac{1}{25} | ANSWER: \frac{1}{50} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/50.json
756 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 12 | ANSWER: 220 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/317.json
757 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/996.json
758 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 2 | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/970.json
759 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{1}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/430.json
760 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 126 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/281.json
761 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 5 | ANSWER: \frac{11}{36} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1114.json
762 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \frac{1}{2} | ANSWER: \$1.25 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/170.json
763 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 25 | ANSWER: 15,600 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/575.json
764 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/352.json
765 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 6 | ANSWER: 48 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/479.json
766 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{3} | ANSWER: \frac{1}{12} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/762.json
767 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 10 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/781.json
768 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 52 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/742.json
769 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 10 | ANSWER: 45 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/229.json
770 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 10080 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/238.json
771 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: None | ANSWER: \frac{5}{8} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/726.json
772 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: \frac{1}{11} | ANSWER: \frac{10}{11} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/0.json
773 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 6 | ANSWER: 36 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/485.json
774 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/294.json
775 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 10 | ANSWER: 50 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/654.json
776 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 3003 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/23.json
777 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{2} | ANSWER: \dfrac{39}{64} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/206.json
778 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/185.json
779 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 50 | ANSWER: 47 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/777.json
780 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \frac{1}{4} | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/934.json
781 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 36 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/621.json
782 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: \frac 9{20} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/560.json
783 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{13}{90} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/829.json
784 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 10 | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/624.json
785 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/214.json
786 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/846.json
787 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 33 | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1056.json
788 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 36 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/328.json
789 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 12441600 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/677.json
790 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 28 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/389.json
791 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 1951 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1007.json
792 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 80 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/295.json
793 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 480 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1014.json
794 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 1 | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/288.json
795 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{81}{125} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/435.json
796 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 13 | ANSWER: \dfrac{1}{221} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/960.json
797 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 28 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/990.json
798 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 15 | ANSWER: 105 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/247.json
799 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{82}{147} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/521.json
800 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 16 | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/519.json
801 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 31254 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/24622.json
802 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 380 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/100.json
803 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: None | ANSWER: 27 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/486.json
804 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 10 | ANSWER: \frac{2}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/207.json
805 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/450.json
806 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 1 | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/321.json
807 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 21.43 | ANSWER: \$15.48 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1120.json
808 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 2 | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/427.json
809 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 180 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/813.json
810 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{35}{128} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/671.json
811 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/188.json
812 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 49 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1112.json
813 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 86 | ANSWER: 21 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/596.json
814 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{52}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/936.json
815 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 10 | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/686.json
816 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{3}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/770.json
817 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 60 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/537.json
818 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 1 | ANSWER: \frac{1}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/65.json
819 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \dfrac{1}{5} | ANSWER: \frac{20}{27} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/710.json
820 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 80 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/442.json
821 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \dfrac{1}{10} | ANSWER: 100\% | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/54.json
822 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/498.json
823 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{5}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1088.json
824 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1095.json
825 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \dfrac{1}{25} | ANSWER: \frac{3}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/279.json
826 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 60 | ANSWER: 371,\!043,\!400 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/124.json
827 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 6 | ANSWER: 14 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/862.json
828 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 10 | ANSWER: \frac{1}{12} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1118.json
829 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \dfrac{1}{3} | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/244.json
830 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/423.json
831 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 11 | ANSWER: 165 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/205.json
832 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 3 | ANSWER: 30 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/688.json
833 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 100 | ANSWER: 96 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/549.json
834 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 120 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/13.json
835 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/883.json
836 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 13 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/852.json
837 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 100 | ANSWER: 25,\!972,\!650 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/495.json
838 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 7 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/102.json
839 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 20160 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/697.json
840 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 26 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/994.json
841 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/347.json
842 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \frac{1}{2} | ANSWER: \frac{2}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/61.json
843 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/933.json
